Data,Produto,Título,URL
2024-07-02,ETANOL/CEPEA,Preços sobem pela 3ª semana consecutiva -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-sobem-pela-3-semana-consecutiva.aspx
2024-07-02,AÇÚCAR/CEPEA,Vendas internas perdem vantagem sobre externas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-vendas-internas-perdem-vantagem-sobre-externas.aspx
2024-06-25,AÇÚCAR/CEPEA,"Em meio à baixa liquidez, preço estabiliza no spot paulista -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-em-meio-a-baixa-liquidez-preco-estabiliza-no-spot-paulista.aspx
2024-06-25,ETANOL/CEPEA,Indicadores sobem mais 3% na semana -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-sobem-mais-3-na-semana.aspx
2024-06-18,ETANOL/CEPEA,"Vendas crescem 15% na semana, e Indicadores sobem -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-crescem-15-na-semana-e-indicadores-sobem.aspx
2024-06-18,AÇÚCAR/CEPEA,"Usinas restringem oferta, e preço do cristal sobe na semana -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-usinas-restringem-oferta-e-preco-do-cristal-sobe-na-semana.aspx
2024-06-11,ETANOL/CEPEA,Indicadores iniciam junho estáveis em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-iniciam-junho-estaveis-em-sp.aspx
2024-06-11,AÇÚCAR/CEPEA,"Com avanço da moagem, preço tem novas quedas -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-avanco-da-moagem-preco-tem-novas-quedas.aspx
2024-06-04,ETANOL/CEPEA,Indicadores recuam em maio; vendas seguem aquecidas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-recuam-em-maio-vendas-seguem-aquecidas.aspx
2024-06-04,AÇÚCAR/CEPEA,Preços caem no mês e ficam abaixo dos de maio/23 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-caem-no-mes-e-ficam-abaixo-dos-de-maio-23.aspx
2024-05-28,AÇÚCAR/CEPEA,Indicador oscila neste encerramento de maio -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-oscila-neste-encerramento-de-maio.aspx
2024-05-28,ETANOL/CEPEA,Oferta elevada mantém preço em queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-oferta-elevada-mantem-preco-em-queda.aspx
2024-05-21,AÇÚCAR/CEPEA,Avanço da moagem mantém preços em queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-avanco-da-moagem-mantem-precos-em-queda.aspx
2024-05-21,ETANOL/CEPEA,Maior oferta pressiona Indicadores -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-maior-oferta-pressiona-indicadores.aspx
2024-05-14,ETANOL/CEPEA,Demanda e vendedor firme sustentam preços -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-demanda-e-vendedor-firme-sustentam-precos.aspx
2024-05-14,AÇÚCAR/CEPEA,"Com novas quedas, Indicador volta à casa dos R$ 138/sc -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-novas-quedas-indicador-volta-a-casa-dos-r-138-sc.aspx
2024-05-08,AÇÚCAR/CEPEA,Indicador inicia maio com novas baixas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-inicia-maio-com-novas-baixas.aspx
2024-05-07,ETANOL/CEPEA,Preços iniciam safra 24/25 com fortes altas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-iniciam-safra-24-25-com-fortes-altas.aspx
2024-04-30,AÇÚCAR/CEPEA,Menor demanda pressiona cotações do cristal -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-menor-demanda-pressiona-cotacoes-do-cristal.aspx
2024-04-30,ETANOL/CEPEA,Indicador do hidratado cai 6% na semana -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicador-do-hidratado-cai-6-na-semana.aspx
2024-04-23,ETANOL/CEPEA,"Hidratado sobe pela 5ª semana, mas entrada da safra 24/25 pode pressionar -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-sobe-pela-5-semana-mas-entrada-da-safra-24-25-pode-pressionar.aspx
2024-04-23,AÇÚCAR/CEPEA,"Com novas altas, saca do cristal retoma patamar de R$ 150 -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-novas-altas-saca-do-cristal-retoma-patamar-de-r-150.aspx
2024-04-16,ETANOL/CEPEA,Vendas de hidratado nas usinas de SP atingem 2º maior volume do ano -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-de-hidratado-nas-usinas-de-sp-atingem-2-maior-volume-do-ano.aspx
2024-04-16,AÇÚCAR/CEPEA,Mercado interno recupera vantagem sobre externo -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-mercado-interno-recupera-vantagem-sobre-externo.aspx
2024-04-09,AÇÚCAR/CEPEA,Oferta restrita sustenta cristal neste início de safra -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-oferta-restrita-sustenta-cristal-neste-inicio-de-safra.aspx
2024-04-09,ETANOL/CEPEA,Preços iniciam safra 24/25 em alta -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-iniciam-safra-24-25-em-alta.aspx
2024-04-02,ETANOL/CEPEA,"Apesar de maior demanda, preços caem na safra 23/24 -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-apesar-de-maior-demanda-precos-caem-na-safra-23-24.aspx
2024-04-02,AÇÚCAR/CEPEA,Indicador encerra entressafra na casa dos R$ 145/sc -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-encerra-entressafra-na-casa-dos-r-145-sc.aspx
2024-03-26,AÇÚCAR/CEPEA,Indicador do cristal branco se mantém firme em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-do-cristal-branco-se-mantem-firme-em-sp.aspx
2024-03-26,ETANOL/CEPEA,Preços voltam a subir neste final da safra 2023/24 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-voltam-a-subir-neste-final-da-safra-2023-24.aspx
2024-03-19,AÇÚCAR/CEPEA,"Apesar de alta interna, exportação recupera vantagem -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-apesar-de-alta-interna-exportacao-recupera-vantagem.aspx
2024-03-19,ETANOL/CEPEA,Indicadores têm semana de estabilidade -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-tem-semana-de-estabilidade.aspx
2024-03-12,ETANOL/CEPEA,Maior oferta pressiona cotações -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-maior-oferta-pressiona-cotacoes-1.aspx
2024-03-12,AÇÚCAR/CEPEA,"Preço tem nova queda em SP, mas spot retoma vantagem sobre exportação -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-tem-nova-queda-em-sp-mas-spot-retoma-vantagem-sobre-exportacao.aspx
2024-03-05,ETANOL/CEPEA,"Preços sobem em fevereiro, penúltimo mês da safra 23/24 -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-sobem-em-fevereiro-penultimo-mes-da-safra-23-24.aspx
2024-03-05,AÇÚCAR/CEPEA,Cristal branco inicia março com preço em queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cristal-branco-inicia-marco-com-preco-em-queda.aspx
2024-02-27,ETANOL/CEPEA,Maior demanda impulsiona cotação do hidratado em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-maior-demanda-impulsiona-cotacao-do-hidratado-em-sp.aspx
2024-02-27,AÇÚCAR/CEPEA,Demanda retraída pressiona cotações -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-demanda-retraida-pressiona-cotacoes.aspx
2024-02-20,AÇÚCAR/CEPEA,Indicador sobe e volta a operar em torno de R$ 148/sc -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-sobe-e-volta-a-operar-em-torno-de-r-148-sc.aspx
2024-02-20,ETANOL/CEPEA,"Com vendedor flexível, preços caem -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-com-vendedor-flexivel-precos-caem.aspx
2024-02-15,AÇÚCAR/CEPEA,Cristal tem preços firmes em semana pré-carnaval -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cristal-tem-precos-firmes-em-semana-pre-carnaval.aspx
2024-02-15,ETANOL/CEPEA,"Preço do hidratado pouco se altera, enquanto anidro sobe -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-preco-do-hidratado-pouco-se-altera-enquanto-anidro-sobe.aspx
2024-02-06,AÇÚCAR/CEPEA,Indicador recua 5% em janeiro -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-recua-5-em-janeiro.aspx
2024-02-06,ETANOL/CEPEA,Vendas de hidratado são as maiores desde out/20 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-de-hidratado-sao-as-maiores-desde-out-20.aspx
2024-01-30,ETANOL/CEPEA,"Hidratado sobe 7% e anidro, 4% na semana -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-sobe-7-e-anidro-4-na-semana.aspx
2024-01-30,AÇÚCAR/CEPEA,Saca de 50 kg do cristal oscila de R$ 143 a R$ 145 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-saca-de-50-kg-do-cristal-oscila-de-r-143-a-r-145.aspx
2024-01-23,AÇÚCAR/CEPEA,Vendas domésticas perdem vantagem sobre exportação -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-vendas-domesticas-perdem-vantagem-sobre-exportacao.aspx
2024-01-23,ETANOL/CEPEA,Vendas de hidratado são as maiores da safra 2023/24 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-de-hidratado-sao-as-maiores-da-safra-2023-24.aspx
2024-01-16,ETANOL/CEPEA,"Vendas crescem, mas preços seguem em queda -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-crescem-mas-precos-seguem-em-queda.aspx
2024-01-16,AÇÚCAR/CEPEA,"Demanda se aquece, e preço volta a subir no spot paulista -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-demanda-se-aquece-e-preco-volta-a-subir-no-spot-paulista.aspx
2024-01-09,AÇÚCAR/CEPEA,Cristal branco se desvaloriza na primeira semana do ano -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cristal-branco-se-desvaloriza-na-primeira-semana-do-ano.aspx
2024-01-09,ETANOL/CEPEA,Hidratado inicia 2024 em queda; anidro tem pequena alta -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-inicia-2024-em-queda-anidro-tem-pequena-alta.aspx
2023-12-19,ETANOL/CEPEA,"Hidratado recua mais 6% e anidro, 7% na semana -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-recua-mais-6-e-anidro-7-na-semana.aspx
2023-12-19,AÇÚCAR/CEPEA,Cristal volta a cair no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cristal-volta-a-cair-no-spot-paulista.aspx
2023-12-12,AÇÚCAR/CEPEA,Cristal em SP retoma vantagem sobre exportação -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cristal-em-sp-retoma-vantagem-sobre-exportacao.aspx
2023-12-12,ETANOL/CEPEA,"Há seis semanas em queda, hidratado fecha abaixo de R$ 2/litro -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-ha-seis-semanas-em-queda-hidratado-fecha-abaixo-de-r-2-litro.aspx
2023-12-05,AÇÚCAR/CEPEA,Mês se encerra com Indicador em queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-mes-se-encerra-com-indicador-em-queda.aspx
2023-12-05,ETANOL/CEPEA,Indicadores recuam no encerramento de novembro -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-recuam-no-encerramento-de-novembro-1.aspx
2023-11-28,AÇÚCAR/CEPEA,"Preços oscilam neste final de mês, mas quedas prevalecem -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-oscilam-neste-final-de-mes-mas-quedas-prevalecem.aspx
2023-11-28,ETANOL/CEPEA,"Oferta aumenta em SP, e cotações caem -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-oferta-aumenta-em-sp-e-cotacoes-caem.aspx
2023-11-21,AÇÚCAR/CEPEA,Baixa liquidez mantém Indicador com pequenas variações -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-baixa-liquidez-mantem-indicador-com-pequenas-variacoes.aspx
2023-11-21,ETANOL/CEPEA,"Em final de safra, hidratado tem nova queda em SP -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-em-final-de-safra-hidratado-tem-nova-queda-em-sp.aspx
2023-11-14,AÇÚCAR/CEPEA,Indicador volta a se enfraquecer -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-volta-a-se-enfraquecer.aspx
2023-11-14,ETANOL/CEPEA,Hidratado se desvaloriza em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-se-desvaloriza-em-sp.aspx
2023-11-07,AÇÚCAR/CEPEA,"Apesar da baixa liquidez, Indicador avança -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-apesar-da-baixa-liquidez-indicador-avanca.aspx
2023-11-07,ETANOL/CEPEA,Negócios seguem lentos no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-negocios-seguem-lentos-no-spot-paulista.aspx
2023-10-31,ETANOL/CEPEA,Ritmo de negócios está lento; preços estão estáveis -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-ritmo-de-negocios-esta-lento-precos-estao-estaveis.aspx
2023-10-31,AÇÚCAR/CEPEA,Preços se enfraquecem -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-se-enfraquecem.aspx
2023-10-24,AÇÚCAR/CEPEA,Exportação aquecida eleva preços no mercado interno -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-exportacao-aquecida-eleva-precos-no-mercado-interno.aspx
2023-10-24,ETANOL/CEPEA,Maior demanda mantém liquidez elevada em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-maior-demanda-mantem-liquidez-elevada-em-sp.aspx
2023-10-17,AÇÚCAR/CEPEA,Negócios estão lentos; cotações recuam -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-negocios-estao-lentos-cotacoes-recuam.aspx
2023-10-17,ETANOL/CEPEA,Ritmo de negócios se mantém aquecido -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-ritmo-de-negocios-se-mantem-aquecido.aspx
2023-10-10,AÇÚCAR/CEPEA,Indicador do cristal branco atinge recorde nominal -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-do-cristal-branco-atinge-recorde-nominal.aspx
2023-10-10,ETANOL/CEPEA,Feriado eleva ritmo de negócios em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-feriado-eleva-ritmo-de-negocios-em-sp.aspx
2023-10-03,AÇÚCAR/CEPEA,Média do Indicador sobe com força em setembro -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-media-do-indicador-sobe-com-forca-em-setembro.aspx
2023-10-03,ETANOL/CEPEA,Indicadores caem no 2º trimestre da atual safra -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-caem-no-2-trimestre-da-atual-safra.aspx
2023-09-26,AÇÚCAR/CEPEA,Preço médio do cristal continua avançando no spot de SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-medio-do-cristal-continua-avancando-no-spot-de-sp.aspx
2023-09-26,ETANOL/CEPEA,Indicadores dos etanóis oscilam pouco no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-dos-etanois-oscilam-pouco-no-spot-paulista.aspx
2023-09-19,ETANOL/CEPEA,Usinas aumentam oferta; cotações recuam -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-usinas-aumentam-oferta-cotacoes-recuam.aspx
2023-09-19,AÇÚCAR/CEPEA,Indicador segue em elevação -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-segue-em-elevacao.aspx
2023-09-12,AÇÚCAR/CEPEA,"Com alta dos preços, ritmo de aquisição cai no spot paulista -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-alta-dos-precos-ritmo-de-aquisicao-cai-no-spot-paulista.aspx
2023-09-12,ETANOL/CEPEA,"Feriado diminui ritmo de negócios, e preços ficam estáveis em SP -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-feriado-diminui-ritmo-de-negocios-e-precos-ficam-estaveis-em-sp.aspx
2023-09-05,AÇÚCAR/CEPEA,Indicador do cristal segue em forte elevação -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-do-cristal-segue-em-forte-elevacao.aspx
2023-09-05,ETANOL/CEPEA,Hidratado fecha agosto estável; anidro tem quedas intensas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-fecha-agosto-estavel-anidro-tem-quedas-intensas.aspx
2023-08-29,AÇÚCAR/CEPEA,Posição firme de usinas mantém preços em reação no spot -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-posicao-firme-de-usinas-mantem-precos-em-reacao-no-spot.aspx
2023-08-29,ETANOL/CEPEA,Hidratado tem 2ª semana seguida de alta -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-tem-2-semana-seguida-de-alta.aspx
2023-08-22,AÇÚCAR/CEPEA,Preço médio do cristal se estabiliza em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-medio-do-cristal-se-estabiliza-em-sp.aspx
2023-08-22,ETANOL/CEPEA,Indicador do hidratado volta a avançar em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicador-do-hidratado-volta-a-avancar-em-sp.aspx
2023-08-15,ETANOL/CEPEA,Preço do etanol hidratado volta a recuar em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-preco-do-etanol-hidratado-volta-a-recuar-em-sp.aspx
2023-08-15,AÇÚCAR/CEPEA,"Mesmo com demanda interna estável, preço do cristal volta a cair -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-mesmo-com-demanda-interna-estavel-preco-do-cristal-volta-a-cair.aspx
2023-08-08,AÇÚCAR/CEPEA,"Liquidez aumenta, e preço do cristal branco em SP tem leve recuperação -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-liquidez-aumenta-e-preco-do-cristal-branco-em-sp-tem-leve-recuperacao.aspx
2023-08-08,ETANOL/CEPEA,Hidratado registra pequena reação no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-hidratado-registra-pequena-reacao-no-spot-paulista.aspx
2023-08-01,AÇÚCAR/CEPEA,Liquidez está estável; preço tem leve queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-liquidez-esta-estavel-preco-tem-leve-queda.aspx
2023-08-01,ETANOL/CEPEA,Preço do hidratado tem pequena alta no fim de julho -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-preco-do-hidratado-tem-pequena-alta-no-fim-de-julho.aspx
2023-07-25,AÇÚCAR/CEPEA,Preço do cristal segue em queda no spot de SP; vendas estão baixas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-do-cristal-segue-em-queda-no-spot-de-sp-vendas-estao-baixas.aspx
2023-07-25,ETANOL/CEPEA,Preços seguem em queda em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-seguem-em-queda-em-sp.aspx
2023-07-18,AÇÚCAR/CEPEA,Negócios estão calmos no mercado spot do estado de São Paulo -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-negocios-estao-calmos-no-mercado-spot-do-estado-de-sao-paulo.aspx
2023-07-18,ETANOL/CEPEA,"Com demanda desaquecida, Indicadores recuam -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-com-demanda-desaquecida-indicadores-recuam.aspx
2023-07-11,AÇÚCAR/CEPEA,Preços oscilam no spot paulista neste início de mês -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-oscilam-no-spot-paulista-neste-inicio-de-mes.aspx
2023-07-11,ETANOL/CEPEA,Indicador do hidratado é o menor desde set/22 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicador-do-hidratado-e-o-menor-desde-set-22.aspx
2023-07-04,AÇÚCAR/CEPEA,"Mesmo em queda, cristal em SP retoma vantagem sobre exportação -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-mesmo-em-queda-cristal-em-sp-retoma-vantagem-sobre-exportacao.aspx
2023-07-04,ETANOL/CEPEA,Indicadores encerram junho em direções opostas -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-encerram-junho-em-direcoes-opostas.aspx
2023-06-27,AÇÚCAR/CEPEA,"Com avanço da oferta, Indicador do cristal recua -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-avanco-da-oferta-indicador-do-cristal-recua.aspx
2023-06-27,ETANOL/CEPEA,Possível mudança tributária aquece liquidez no Centro-Sul -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-possivel-mudanca-tributaria-aquece-liquidez-no-centro-sul.aspx
2023-06-20,ETANOL/CEPEA,Preços dos etanóis seguem firmes em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-dos-etanois-seguem-firmes-em-sp.aspx
2023-06-20,AÇÚCAR/CEPEA,Preços do cristal oscilam -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-do-cristal-oscilam.aspx
2023-06-13,AÇÚCAR/CEPEA,Ritmo de negócios é calmo no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-ritmo-de-negocios-e-calmo-no-spot-paulista-1.aspx
2023-06-13,ETANOL/CEPEA,Indicador do etanol hidratado volta a cair em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicador-do-etanol-hidratado-volta-a-cair-em-sp.aspx
2023-06-06,ETANOL/CEPEA,Preços dos etanóis sobem no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-dos-etanois-sobem-no-spot-paulista.aspx
2023-06-06,AÇÚCAR/CEPEA,Oferta de açúcar de qualidade ainda é restrita -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-oferta-de-acucar-de-qualidade-ainda-e-restrita.aspx
2023-05-30,AÇÚCAR/CEPEA,Cotações têm ligeiras variações -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cotacoes-tem-ligeiras-variacoes.aspx
2023-05-30,ETANOL/CEPEA,Vendas do anidro aumentam; preços têm apenas pequena queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-vendas-do-anidro-aumentam-precos-tem-apenas-pequena-queda.aspx
2023-05-23,ETANOL/CEPEA,Valores dos etanóis seguem em baixa em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-valores-dos-etanois-seguem-em-baixa-em-sp.aspx
2023-05-23,AÇÚCAR/CEPEA,Preço médio tem leve alta em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-medio-tem-leve-alta-em-sp.aspx
2023-05-16,ETANOL/CEPEA,Preços dos etanóis caem pela 3ª semana consecutiva -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-dos-etanois-caem-pela-3-semana-consecutiva.aspx
2023-05-16,AÇÚCAR/CEPEA,Indicador do cristal volta a cair em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-do-cristal-volta-a-cair-em-sp.aspx
2023-05-09,AÇÚCAR/CEPEA,Preço do cristal segue em alta no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-preco-do-cristal-segue-em-alta-no-spot-paulista.aspx
